,lifetime,numnode,node_pos,energy,commRange,prob,charge_pos,chargeRange,velocity,base,depot,ER,ET,EFS,EMP,b,b_energy,THRESHOLD,delta,alpha,beta,MaxTime,E_mc,E_max,e_mc,e_move,e,
3,4498,0,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(22,16),(23,148),(42,263),(78,321),(56,416),(67,542),(88,622),(58,671),(77,778),(82,865),(130,9),(152,175),(168,228),(144,347),(118,422),(104,464),(147,589),(120,648),(152,753),(159,874),(232,19),(268,160),(269,252),(203,284),(251,453),(267,532),(256,546),(184,667),(225,759),(266,871),(338,17),(333,178),(333,184),(333,307),(303,370),(275,465),(335,575),(347,675),(302,793),(325,830),(445,35),(372,108),(435,243),(449,362),(419,429),(412,515),(371,592),(444,683),(382,741),(411,828),(541,66),(467,178),(533,243),(460,314),(463,381),(482,530),(491,596),(528,676),(535,727),(458,839),(606,40),(583,144),(600,249),(569,329),(551,446),(621,536),(573,615),(566,677),(548,770),(592,877),(688,65),(711,94),(694,234),(641,350),(640,384),(689,497),(656,608),(649,677),(671,730),(663,882),(791,83),(749,177),(787,248),(780,276),(777,397),(739,542),(765,628),(740,691),(769,749),(729,888),(839,2),(829,117),(849,186),(826,301),(833,415),(845,492),(901,590),(849,691),(849,751),(862,841)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"4.7446888000094666e-05,1.524000000009984e-05,4.698015600007288e-05,0.00010762716000071304,6.0245280000343905e-05,1.0008192000087846e-05,4.46239080002826e-05,9.208089600060098e-05,0.00015807904000084426,4.7503600000382564e-05,9.343715200017755e-05,4.6550400000128e-05,5.14858360000936e-05,3.196000000020938e-05,0.00011081453600068158,0.00014372885200094566,0.00021097849600127815,7.542645600033282e-05,6.432000000042137e-05,5.129560000031219e-05,0.00015002652800025728,0.0003090078400016285,0.00030085421200132955,0.00014364243200102144,4.908000000032153e-05,0.0,4.824534400025193e-05,3.196000000020938e-05,0.0001412424000007535,0.0002466338600004123,9.38000000006145e-05,8.10473960005007e-05,7.841817600051826e-05,0.0,0.0001017204800001803,0.0005999543200015527,0.00047848450800259723,0.0002586039360013954,8.083938800057488e-05,0.00012844212000081258,0.00010461346800047355,0.00017969500000108773,0.00022696548400169813,8.274071999989819e-05,0.00015857280000066432,0.00024479251200133946,2.5729784000133372e-05,0.00036284809600160806,0.0006876184320047152,0.00045696676800292656,1.636000000010718e-05,0.00011255906000053705,7.665036800042735e-05,3.220000000021095e-05,0.00019155553200086395,7.994288000032234e-05,7.209482000041944e-05,7.752000000050784e-05,0.0002314644520016289,0.0002654233280002369,0.00031752000000208016,0.000613673168000207,0.0008640711400039312,0.0002870916880015688,8.956484000038945e-05,0.00014943937600053303,0.00010750805600071267,0.0,0.00030974124000209626,0.0004206484160024715,0.0003223272800013657,0.00019429099600106438,0.0008915637760046593,0.0003340393120015923,0.0014795212000048154,0.0004997301120031726,0.0004016416320021321,6.304000000041299e-05,6.564374000005469e-05,5.5845240000206074e-05,6.380660800014936e-05,0.00025268368800190455,0.00037555747200168453,0.0007523228640045953,0.0007346477600040053,0.00019139078400121613,0.0010272654240065116,0.00036811862000209406,4.7582080000273305e-05,0.00018090640000076696,0.0001033319680005924,0.0,0.0,0.00014514553600010417,7.792000000051047e-05,0.000537635200003546,0.0008299669160061311,0.001090281760005472,0.0011806443400057317,0.000996521744004042,0.0008656987000059484,0.0007758684000038212,0.00011528499200094444,4.39809240000395e-05,4.125512000023246e-05,6.227899200045073e-05,0.0001761214800012283,9.680000000063416e-05,1.5360000000100626e-05,0.00030992510400200147,0.001004012816004275,0.0,0.0002070800000013566,0.00015797604000057142,0.00015911947600071662,0.00012416798400081852,9.053975200041542e-05,0.00015589312800113751,0.00020576476800099108,0.0001690417400006785,0.00014791072800052164,4.1134400000149895e-05,3.2320000000211733e-05,0.00041667904000207477,0.0005696763200043335,0.0002256194000012126,0.00044644024000131124,0.00033116786400141864,0.00017471073600080976,4.930240000027375e-05,0.00016158718400103921,0.00010821280000071631,0.0001241356400007403,0.00010980000000071933,3.328324800032334e-05,3.6196736000427166e-05,0.00015044159200025043,0.00047427179200284185,0.0002825299040017324,0.0002915445240019281,0.0002888675320018681,1.4960000000098006e-05,4.468687200035859e-05,0.0,0.00020601968399975944,0.0001572400000010301,3.425494400026174e-05,6.550588800021906e-05,3.2920000000215665e-05,9.653046000031296e-05,0.0002202069760010712,0.00018151648000128785,0.00021700836000169854,0.00018745078400092652,1.5960000000104557e-05,0.0001705474400009015,1.4365907999935423e-05,3.0000000000196536e-05,1.5960000000104557e-05,1.6920000000110847e-05,4.282124800018927e-05,0.00014395776000035988,9.993712000028942e-05,6.424000000042085e-05,0.00015663512000083023,0.00013138112000080947,2.550946799994591e-05,6.389748000021011e-05,1.620000000010613e-05,9.755992000025948e-05,4.4405736000272534e-05,1.500987600000947e-05,1.4427839999847868e-05,3.534675200003079e-05,1.6640000000109013e-05,3.334201600028841e-05,4.2460440000049006e-05,8.7546800000462e-05,5.050696000004073e-05,7.644928800054274e-05,0.0006297315800041696,9.359840000049679e-05,7.826719200058374e-05,4.4546360000098596e-05,9.417160000043889e-05,0.0001841916320014203,8.571940000022948e-05,4.841308800031019e-05,7.876587600053143e-05,1.4760000000096697e-05,0.0006352965360043843,0.0005389671720013051,0.00024382380400186676,9.572000000062709e-05,0.00014312331200084393,7.886575200073941e-05,8.936566800031099e-05,0.001127719396002597,0.0010431024080063205,0.0010919961960049918",haha
4,3354,0,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(15,29),(65,144),(79,238),(53,351),(30,430),(73,521),(54,636),(45,657),(13,806),(73,877),(165,55),(132,176),(163,269),(123,308),(159,404),(154,508),(123,572),(126,640),(112,760),(150,857),(243,72),(247,159),(213,228),(252,354),(269,439),(212,516),(229,562),(256,646),(212,749),(243,899),(351,37),(345,126),(299,214),(354,303),(357,427),(326,531),(286,591),(320,637),(283,817),(279,821),(428,84),(416,174),(383,231),(386,280),(450,366),(366,487),(424,593),(387,711),(431,736),(404,850),(467,49),(462,173),(514,241),(474,287),(498,445),(487,515),(493,579),(530,680),(484,757),(521,864),(589,85),(578,92),(577,255),(560,319),(627,397),(556,459),(554,549),(602,658),(624,741),(572,845),(692,21),(676,105),(663,263),(674,308),(646,365),(693,457),(680,596),(657,672),(681,734),(712,862),(739,62),(815,95),(795,185),(780,295),(764,403),(747,513),(741,596),(754,636),(750,771),(762,876),(825,27),(893,178),(872,265),(836,293),(901,374),(842,544),(870,571),(861,696),(850,810),(869,871)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"4.7446888000094666e-05,1.524000000009984e-05,4.698015600007288e-05,0.00010762716000071304,6.0245280000343905e-05,1.0008192000087846e-05,4.46239080002826e-05,9.208089600060098e-05,0.00015807904000084426,4.7503600000382564e-05,9.343715200017755e-05,4.6550400000128e-05,5.14858360000936e-05,3.196000000020938e-05,0.00011081453600068158,0.00014372885200094566,0.00021097849600127815,7.542645600033282e-05,6.432000000042137e-05,5.129560000031219e-05,0.00015002652800025728,0.0003090078400016285,0.00030085421200132955,0.00014364243200102144,4.908000000032153e-05,0.0,4.824534400025193e-05,3.196000000020938e-05,0.0001412424000007535,0.0002466338600004123,9.38000000006145e-05,8.10473960005007e-05,7.841817600051826e-05,0.0,0.0001017204800001803,0.0005999543200015527,0.00047848450800259723,0.0002586039360013954,8.083938800057488e-05,0.00012844212000081258,0.00010461346800047355,0.00017969500000108773,0.00022696548400169813,8.274071999989819e-05,0.00015857280000066432,0.00024479251200133946,2.5729784000133372e-05,0.00036284809600160806,0.0006876184320047152,0.00045696676800292656,1.636000000010718e-05,0.00011255906000053705,7.665036800042735e-05,3.220000000021095e-05,0.00019155553200086395,7.994288000032234e-05,7.209482000041944e-05,7.752000000050784e-05,0.0002314644520016289,0.0002654233280002369,0.00031752000000208016,0.000613673168000207,0.0008640711400039312,0.0002870916880015688,8.956484000038945e-05,0.00014943937600053303,0.00010750805600071267,0.0,0.00030974124000209626,0.0004206484160024715,0.0003223272800013657,0.00019429099600106438,0.0008915637760046593,0.0003340393120015923,0.0014795212000048154,0.0004997301120031726,0.0004016416320021321,6.304000000041299e-05,6.564374000005469e-05,5.5845240000206074e-05,6.380660800014936e-05,0.00025268368800190455,0.00037555747200168453,0.0007523228640045953,0.0007346477600040053,0.00019139078400121613,0.0010272654240065116,0.00036811862000209406,4.7582080000273305e-05,0.00018090640000076696,0.0001033319680005924,0.0,0.0,0.00014514553600010417,7.792000000051047e-05,0.000537635200003546,0.0008299669160061311,0.001090281760005472,0.0011806443400057317,0.000996521744004042,0.0008656987000059484,0.0007758684000038212,0.00011528499200094444,4.39809240000395e-05,4.125512000023246e-05,6.227899200045073e-05,0.0001761214800012283,9.680000000063416e-05,1.5360000000100626e-05,0.00030992510400200147,0.001004012816004275,0.0,0.0002070800000013566,0.00015797604000057142,0.00015911947600071662,0.00012416798400081852,9.053975200041542e-05,0.00015589312800113751,0.00020576476800099108,0.0001690417400006785,0.00014791072800052164,4.1134400000149895e-05,3.2320000000211733e-05,0.00041667904000207477,0.0005696763200043335,0.0002256194000012126,0.00044644024000131124,0.00033116786400141864,0.00017471073600080976,4.930240000027375e-05,0.00016158718400103921,0.00010821280000071631,0.0001241356400007403,0.00010980000000071933,3.328324800032334e-05,3.6196736000427166e-05,0.00015044159200025043,0.00047427179200284185,0.0002825299040017324,0.0002915445240019281,0.0002888675320018681,1.4960000000098006e-05,4.468687200035859e-05,0.0,0.00020601968399975944,0.0001572400000010301,3.425494400026174e-05,6.550588800021906e-05,3.2920000000215665e-05,9.653046000031296e-05,0.0002202069760010712,0.00018151648000128785,0.00021700836000169854,0.00018745078400092652,1.5960000000104557e-05,0.0001705474400009015,1.4365907999935423e-05,3.0000000000196536e-05,1.5960000000104557e-05,1.6920000000110847e-05,4.282124800018927e-05,0.00014395776000035988,9.993712000028942e-05,6.424000000042085e-05,0.00015663512000083023,0.00013138112000080947,2.550946799994591e-05,6.389748000021011e-05,1.620000000010613e-05,9.755992000025948e-05,4.4405736000272534e-05,1.500987600000947e-05,1.4427839999847868e-05,3.534675200003079e-05,1.6640000000109013e-05,3.334201600028841e-05,4.2460440000049006e-05,8.7546800000462e-05,5.050696000004073e-05,7.644928800054274e-05,0.0006297315800041696,9.359840000049679e-05,7.826719200058374e-05,4.4546360000098596e-05,9.417160000043889e-05,0.0001841916320014203,8.571940000022948e-05,4.841308800031019e-05,7.876587600053143e-05,1.4760000000096697e-05,0.0006352965360043843,0.0005389671720013051,0.00024382380400186676,9.572000000062709e-05,0.00014312331200084393,7.886575200073941e-05,8.936566800031099e-05,0.001127719396002597,0.0010431024080063205,0.0010919961960049918",haha
5,2696,0,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(31,32),(46,159),(14,214),(52,352),(82,440),(25,504),(64,549),(74,667),(28,796),(4,851),(156,78),(155,138),(123,270),(152,295),(150,430),(120,490),(174,635),(165,662),(102,734),(112,884),(197,89),(218,125),(208,193),(256,320),(183,363),(183,539),(225,546),(206,682),(206,786),(224,831),(311,81),(347,166),(282,269),(274,280),(339,417),(279,509),(299,618),(323,661),(308,801),(333,837),(372,36),(408,104),(422,247),(447,316),(397,376),(411,474),(375,613),(440,674),(410,741),(437,891),(486,26),(518,103),(473,211),(465,323),(509,444),(521,456),(513,612),(523,659),(458,744),(493,830),(629,67),(589,173),(582,232),(563,356),(629,375),(584,510),(556,575),(555,695),(592,769),(628,868),(724,80),(723,165),(697,237),(716,348),(713,364),(677,523),(725,570),(718,705),(685,785),(711,825),(766,84),(744,166),(815,234),(771,349),(780,367),(730,502),(749,546),(803,698),(745,774),(769,889),(898,43),(841,132),(880,218),(866,326),(883,412),(849,498),(859,616),(904,686),(873,785),(861,891)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"4.7446888000094666e-05,1.524000000009984e-05,4.698015600007288e-05,0.00010762716000071304,6.0245280000343905e-05,1.0008192000087846e-05,4.46239080002826e-05,9.208089600060098e-05,0.00015807904000084426,4.7503600000382564e-05,9.343715200017755e-05,4.6550400000128e-05,5.14858360000936e-05,3.196000000020938e-05,0.00011081453600068158,0.00014372885200094566,0.00021097849600127815,7.542645600033282e-05,6.432000000042137e-05,5.129560000031219e-05,0.00015002652800025728,0.0003090078400016285,0.00030085421200132955,0.00014364243200102144,4.908000000032153e-05,0.0,4.824534400025193e-05,3.196000000020938e-05,0.0001412424000007535,0.0002466338600004123,9.38000000006145e-05,8.10473960005007e-05,7.841817600051826e-05,0.0,0.0001017204800001803,0.0005999543200015527,0.00047848450800259723,0.0002586039360013954,8.083938800057488e-05,0.00012844212000081258,0.00010461346800047355,0.00017969500000108773,0.00022696548400169813,8.274071999989819e-05,0.00015857280000066432,0.00024479251200133946,2.5729784000133372e-05,0.00036284809600160806,0.0006876184320047152,0.00045696676800292656,1.636000000010718e-05,0.00011255906000053705,7.665036800042735e-05,3.220000000021095e-05,0.00019155553200086395,7.994288000032234e-05,7.209482000041944e-05,7.752000000050784e-05,0.0002314644520016289,0.0002654233280002369,0.00031752000000208016,0.000613673168000207,0.0008640711400039312,0.0002870916880015688,8.956484000038945e-05,0.00014943937600053303,0.00010750805600071267,0.0,0.00030974124000209626,0.0004206484160024715,0.0003223272800013657,0.00019429099600106438,0.0008915637760046593,0.0003340393120015923,0.0014795212000048154,0.0004997301120031726,0.0004016416320021321,6.304000000041299e-05,6.564374000005469e-05,5.5845240000206074e-05,6.380660800014936e-05,0.00025268368800190455,0.00037555747200168453,0.0007523228640045953,0.0007346477600040053,0.00019139078400121613,0.0010272654240065116,0.00036811862000209406,4.7582080000273305e-05,0.00018090640000076696,0.0001033319680005924,0.0,0.0,0.00014514553600010417,7.792000000051047e-05,0.000537635200003546,0.0008299669160061311,0.001090281760005472,0.0011806443400057317,0.000996521744004042,0.0008656987000059484,0.0007758684000038212,0.00011528499200094444,4.39809240000395e-05,4.125512000023246e-05,6.227899200045073e-05,0.0001761214800012283,9.680000000063416e-05,1.5360000000100626e-05,0.00030992510400200147,0.001004012816004275,0.0,0.0002070800000013566,0.00015797604000057142,0.00015911947600071662,0.00012416798400081852,9.053975200041542e-05,0.00015589312800113751,0.00020576476800099108,0.0001690417400006785,0.00014791072800052164,4.1134400000149895e-05,3.2320000000211733e-05,0.00041667904000207477,0.0005696763200043335,0.0002256194000012126,0.00044644024000131124,0.00033116786400141864,0.00017471073600080976,4.930240000027375e-05,0.00016158718400103921,0.00010821280000071631,0.0001241356400007403,0.00010980000000071933,3.328324800032334e-05,3.6196736000427166e-05,0.00015044159200025043,0.00047427179200284185,0.0002825299040017324,0.0002915445240019281,0.0002888675320018681,1.4960000000098006e-05,4.468687200035859e-05,0.0,0.00020601968399975944,0.0001572400000010301,3.425494400026174e-05,6.550588800021906e-05,3.2920000000215665e-05,9.653046000031296e-05,0.0002202069760010712,0.00018151648000128785,0.00021700836000169854,0.00018745078400092652,1.5960000000104557e-05,0.0001705474400009015,1.4365907999935423e-05,3.0000000000196536e-05,1.5960000000104557e-05,1.6920000000110847e-05,4.282124800018927e-05,0.00014395776000035988,9.993712000028942e-05,6.424000000042085e-05,0.00015663512000083023,0.00013138112000080947,2.550946799994591e-05,6.389748000021011e-05,1.620000000010613e-05,9.755992000025948e-05,4.4405736000272534e-05,1.500987600000947e-05,1.4427839999847868e-05,3.534675200003079e-05,1.6640000000109013e-05,3.334201600028841e-05,4.2460440000049006e-05,8.7546800000462e-05,5.050696000004073e-05,7.644928800054274e-05,0.0006297315800041696,9.359840000049679e-05,7.826719200058374e-05,4.4546360000098596e-05,9.417160000043889e-05,0.0001841916320014203,8.571940000022948e-05,4.841308800031019e-05,7.876587600053143e-05,1.4760000000096697e-05,0.0006352965360043843,0.0005389671720013051,0.00024382380400186676,9.572000000062709e-05,0.00014312331200084393,7.886575200073941e-05,8.936566800031099e-05,0.001127719396002597,0.0010431024080063205,0.0010919961960049918",haha
